sentence_id,category,reference,perturbation,severity,candidate,note
121,cs.CL,"We also introduce a novel symbol-retrieval mechanism (RoPE-based, as opposed to learned, relative symbols) that matches learned symbol libraries while adding no parameters.",scramble,2,"learned no (RoPE-based, a libraries opposed introduce learned, matches symbol mechanism We novel also relative symbol-retrieval while to symbols) as that adding",word order shuffled
121,cs.CL,"We also introduce a novel symbol-retrieval mechanism (RoPE-based, as opposed to learned, relative symbols) that matches learned symbol libraries while adding no parameters.",antonym,4,"We also introduce a novel symbol-retrieval mechanism (RoPE-based, as opposed to learned, relative symbols) that matches learned symbol libraries while subtract no parameters.",adding -> subtract
121,cs.CL,"We also introduce a novel symbol-retrieval mechanism (RoPE-based, as opposed to learned, relative symbols) that matches learned symbol libraries while adding no parameters.",negation,5,"It is not the case that we also introduce a novel symbol-retrieval mechanism (RoPE-based, as opposed to learned, relative symbols) that matches learned symbol libraries while adding no parameters.",prepended denial
122,cs.CL,"FarmerChat is Digital Green's AI-powered agricultural advisory assistant for smallholder farmers, who access it in their own language through text, voice, or photographs.",identical,0,"FarmerChat is Digital Green's AI-powered agricultural advisory assistant for smallholder farmers, who access it in their own language through text, voice, or photographs.",unchanged
122,cs.CL,"FarmerChat is Digital Green's AI-powered agricultural advisory assistant for smallholder farmers, who access it in their own language through text, voice, or photographs.",synonym,1,"FarmerChat is Digital Green's AI-powered agricultural advisory assistant for smallholder farmers, who access it in their own speech through text, voice, or photographs.",language -> speech
122,cs.CL,"FarmerChat is Digital Green's AI-powered agricultural advisory assistant for smallholder farmers, who access it in their own language through text, voice, or photographs.",scramble,2,"assistant AI-powered in text, Digital voice, it or for agricultural is access own FarmerChat advisory smallholder farmers, who language through Green's their",word order shuffled
122,cs.CL,"FarmerChat is Digital Green's AI-powered agricultural advisory assistant for smallholder farmers, who access it in their own language through text, voice, or photographs.",antonym,4,"FarmerChat differ Digital Green's AI-powered agricultural advisory assistant for smallholder farmers, who access it in their own language through text, voice, or photographs.",is -> differ
122,cs.CL,"FarmerChat is Digital Green's AI-powered agricultural advisory assistant for smallholder farmers, who access it in their own language through text, voice, or photographs.",negation,5,"FarmerChat is not Digital Green's AI-powered agricultural advisory assistant for smallholder farmers, who access it in their own language through text, voice, or photographs.",inserted 'not' after 'is'
123,cs.CL,"These conditions disproportionately affect crop, pest, chemical, and quantity terms that carry the meaning of a farmer's query.",identical,0,"These conditions disproportionately affect crop, pest, chemical, and quantity terms that carry the meaning of a farmer's query.",unchanged
123,cs.CL,"These conditions disproportionately affect crop, pest, chemical, and quantity terms that carry the meaning of a farmer's query.",synonym,1,"These weather disproportionately affect crop, pest, chemical, and quantity terms that carry the meaning of a farmer's query.",conditions -> weather
123,cs.CL,"These conditions disproportionately affect crop, pest, chemical, and quantity terms that carry the meaning of a farmer's query.",scramble,2,"carry crop, chemical, and a the pest, These conditions affect terms disproportionately quantity meaning that of farmer's",word order shuffled
123,cs.CL,"These conditions disproportionately affect crop, pest, chemical, and quantity terms that carry the meaning of a farmer's query.",antonym,4,"These conditions proportionately affect crop, pest, chemical, and quantity terms that carry the meaning of a farmer's query.",disproportionately -> proportionately
123,cs.CL,"These conditions disproportionately affect crop, pest, chemical, and quantity terms that carry the meaning of a farmer's query.",negation,5,"It is not the case that these conditions disproportionately affect crop, pest, chemical, and quantity terms that carry the meaning of a farmer's query.",prepended denial
124,cs.CL,"We present a modular, model-agnostic pipeline for improving ASR quality in FarmerChat without fine-tuning or replacing the underlying ASR model.",identical,0,"We present a modular, model-agnostic pipeline for improving ASR quality in FarmerChat without fine-tuning or replacing the underlying ASR model.",unchanged
