lp,src,mt,ref,raw,score
de-en,"Der verheiratete Vater von einem hat nun sowohl zu Hause als auch bei seinem BMW Z4 Technologie eingebaut, die beginnt, wenn seine Hand am Steuer ist.","The married father of one has now fitted both at home and at his BMW Z4 technology, which begins when his hand is at the wheel.","The married father of one now has technology fitted to both his home and his BMW Z4, which starts when his hand is on the wheel.",49.0,-0.424806667167205
de-en,Als jüngste der vier Ehefrauen ihres Mannes wurden ihr keine Felder zugewiesen.,"As the youngest of her husband's four wives, she was assigned no fields.","As the youngest of her husband's four wives, she has been assigned no fields to tend.",77.5,0.567468484586217
de-en,"750 Jahre St. Hilarius-Kirche: Anlässlich des Jubiläums der Bergkirche wird auf das alte Friedhof-Areal in Tumlingen am Sonntag, 16. Juli, um 16.30 Uhr zu einer Serenade eingeladen.","750 years of St. Hilarius Church: On the occasion of the anniversary of the mountain church, the old cemetery area in Tumlingen is invited to a serenade on Sunday, July 16, at 4.30 p.m.","750 years of the St. Hilarius Church: To mark the anniversary of the mountain church, invitations are being issued to a serenade in the old cemetery grounds in Tumlingen on Sunday 16th July at 4.30pm.",48.5,-1.06091782567216
de-en,Wir machen die Stadt lebenswert,We make the city worth living,We're making the city liveable,86.0,0.724801949642939
de-en,"""Ich möchte weiterleben"", sagte er zur Zeit der CPJ-Auszeichnung.","""I want to live on,"" he said at the time of the CPJ award.","""I want to carry on living,"" he said at the time of the CPJ award.",89.6666666666667,0.70823759572744
de-en,Es wohnten also auch Menschen dort.,So there were also people living there.,People therefore also lived there too.,94.0,0.68472969943709
de-en,"Michael Hesemann: Das ist ja das große Problem, dass in der Berichterstattung alles vermischt und vermengt wurde zu einer riesigen Melange aus sexuellem Missbrauch und Gewaltexzessen und irgendwo, mitten drin, Georg Ratzinger.","Michael Hesemann: That's the big problem, after all, that in the coverage everything was mixed and mesmerised into a huge melange of sexual abuse and violent eating and somewhere, in the middle of it, Georg Ratzinger.","Michael Hesemann: That is indeed the big problem, that in the coverage, everything was mixed up and confounded into a huge melange of sexual abuse and acts of extreme violence and somewhere, in the middle of that, was Georg Ratzinger.",41.0,-1.27465128048044
de-en,"""Fußball ist auch Taktik, Strategie, Persönlichkeit und Motivation.","""Football is also tactics, strategy, personality and motivation.","""Football is also tactics, strategy, personality and motivation.",100.0,0.829705254923124
de-en,"Sie sollen während des Asylverfahrens die Einschätzung des Alters genauer machen, nachdem die schwedische Migrationsbehörde (Migrationsverket) wegen Fehlern bei der Beurteilung des korrekten Alters einiger Flüchtlinge kritisiert wurde, die minderjährig waren.","They are expected to make the assessment of age more accurate during the asylum process, after the Swedish Migration Agency (Migration verket) was criticised for mistakes in assessing the correct age of some refugees who were underage.",They are designed to make age assessment during the asylum process more accurate after the Swedish Migration Agency (Migrationsverket) was criticized for failings in assessing the correct age of some refugees claiming to be underage.,94.3333333333333,0.741259402413491
de-en,"Die Einrichtung eines Gemeinschaftsraums wäre, so berichtet Tjaden, mit 60 Prozent von 30 Prozent förderfähig.","Setting up a community space, Tjaden reported, would be eligible with 60 per cent of 30 per cent.","The construction of a common room would be eligible for financial support, reports Tjaden, with 60 per cent of 30 per cent.",53.0,-1.09870197231052
de-en,"""Was können wir sonst noch tun?""","""What else can we do?""","""What else could we do?""",91.5,0.61677594766845
de-en,"Wer Roland Wacker beerben möchte, sollte nach Auskunft der Stadt Haslach ein abgeschlossenes Studium als Diplomingenieur oder Bachelor mit Fachrichtung Architektur vorweisen können und über gute Fachkenntnisse in den Bereichen Bauordnungs- und Bauplanungsrecht verfügen.","If you want to bury Roland Wacker, you should, according to the city of Haslach, have completed studies as a graduate engineer or bachelor's degree in architecture and have good expertise in the fields of construction and planning law.","Anyone who wishes to take over from Roland Wacker should, according to the city of Haslach, be able to demonstrate completed studies as graduate engineer or a bachelors degree with a specialisation in architecture and should have good specialist knowledge in the fields of building regulations and planning laws.",63.0,-0.683093721323031
de-en,Später setzt sich das Publikum mit den Schauspielern zum Abendessen zusammen.,"Later, the audience sit down with the actors for dinner.","Later, the audience sits down to dinner with the actors.",90.0,0.439048556343179
de-en,"Er will, dass Jokowi weiß, dass das Paniai-Volk, abgesehen davon, dass es unter der ständigen Bedrohung eines räuberischen Militärs lebt, sich in armseligen Erziehungs- und Gesundheitsdiensten befindet.","He wants Jokowi to know that, apart from living under the constant threat of a predatory military, the panicked people are in poor education and health services.","He wants Jokowi to know that the Paniai people, aside from living under the looming threat of a rapacious military, wallow in destitution, with paltry education and health services.",75.0,0.069381749082555
de-en,Aber nichts ist Routine bei den türkischen Streitkräften ein Jahr nach dem Putschversuch.,But nothing is routine among Turkish forces a year after the coup attempt.,But nothing is routine in the Turkish armed forces one year after the coup attempt.,100.0,0.89548069472592
de-en,"""Nachdem ich die Leichen begraben hatte, suchte das Militär nach mir"", sagt er.","""After I buried the bodies, the military was looking after me,"" he says.","""After burying the bodies, the military came looking for me,"" he says.",39.5,-0.59232209056706
de-en,"""Es gibt eine Aufzeichnung von einem Aufruhr, der 1380 im Schloss auftrat, in diesem Buch mit dem Titel 'Knightly Families of Kent and Sussex' "", sagt Rhodes.","""There's a recording of a riot that occurred in the castle in 1380, in this book titled 'Knightly Families of Kent and Sussex,'"" Rhodes says.","""There is a record of a riot happening at the castle in 1380, in this book called the Knightly Families of Kent and Sussex,"" says Rhodes.",91.0,0.751011535544428
de-en,Bis 1869 diente der Tumlinger Hilarius-Friedhof auch als letzte Ruhestätte für die Toten aus Hörschweiler.,"Until 1869, the Tumlinger Hilarius cemetery also served as a final resting place for the dead from hearing Swiss.","Up until 1869, the Hilarius cemetery in Tumlingen served as the last place of rest for Hörschweiler's dead.",40.0,-0.806600652797374
de-en,"Schon letzten Sommer fuhr das Floß über die Isar und auch in diesem Jahr gibt es weitere Aktionen und Maßnahmen, um ein rücksichtsvolles und umweltbewusstes Verhalten zu erreichen.","Even last summer, the float drove over the Isar and even this year there are other actions and measures to achieve reckless and environmentally conscious behaviour.","Last summer, the raft travelled over the Isar already, and this year too, there are further campaigns and measures to bring about thoughtful and environmentally aware behaviour.",49.5,-0.785229030844163
de-en,"""Wir waren so in Panik, wir haben Angst, dass es Rache geben wird"", sagt der 29-jährige Dominggu Badii, der in der Nähe des Krankenhauses wohnt und Zeuge war, wie die Verletzten hier schnell eingeliefert wurden ist, so die TIME.","""We were so panicked, we're afraid there will be revenge,"" says 29-year-old Dominggu Badii, who lives near the hospital and witnessed how the injured were quickly hospitalized here, according to TIME.","""We were so panicked, we are afraid there will be revenge,"" 29-year-old Dominggu Badii, who lives near the hospital and witnessed the injured being hurried in, tells TIME.",89.5,0.607046386044086
de-en,Offensichtlich haben die Morde eine abschreckende Wirkung.,"Obviously, the murders have a chilling effect.","Clearly, the murders have a chilling effect.",99.5,1.04096846581286
de-en,"Auf den ersten Blick sieht es aus wie eine Statue, wenn auch eine erschreckende.","At first glance, it looks like a statue, albeit a terrifying one.","At first glance, it looks like a statue albeit a terrifying one.",99.5,0.803805597328215
de-en,"Es ist Monate her, seit die Reporter in die Berglandschaft gegangen sind, wo die Drogenbanden de facto unter Kontrolle stehen.","It's been months since reporters went to the mountain landscape, where the drug gangs are de facto under control.","It has been months since the reporters have gone into the mountainous countryside, where the drug gangs are in de facto control.",95.0,0.731501280392149
de-en,Aber für eine Bauernmarkthalle gib es ja dank der wahnsinnig vielen - wie ich finde - sinnlosen Bauprojekte in Bitburg keinen Platz mehr.,"But for a farmers' market hall, thanks to the insane many - I find - pointless construction projects in Bitburg, there is no longer a place.",But there is no space left for a covered market thanks to the crazily large number – as I see it – of pointless construction projects in Bitburg,49.0,-0.465051124223013
